Resolución;Fecha;Resumen;Subtema;año
 .078-2006-;23/02/2006; .078-2006- Aprueban Procedimiento especial, criterios y procedimientos de cálculo para la fijación de tarifas del servicio prepago. (e.23/02/2006, p.25/02/2006);Tarifarias;2006
 .085-2006-;6/03/2006;" .085-2006- Modifican la rma ""Procedimiento para Fijación de Precios Regulados"" aprobada por Resolución 0001-2003- incorporando el Procedimiento para la Fijación de los Cargos Máximos por Corte y Reconexión del Servicio de Distribución de Gas Natural, y aprueban la rma ?Metodología, Criterios, Formatos y contenido de la Propuesta de Cargos Máximos por Corte y Reconexión del Servicio de Distribución de Gas Natural. (e.06/03/2006, p.08/03/2006)";Tarifarias;2006
 .086-2006-;6/03/2006; .086-2006- Dejan sin efecto la Resolución 447-2005- y suspenden Procedimiento para Fijación de los Topes Máximos de Acometida y los cargos para su Mantenimiento aplicables al período 2005 - 2008 para la concesión de Distribución de Gas Natural de Lima y Callao. (e.06/03/2006, p.10/03/2006);Tarifarias;2006
 .087-2006-;6/03/2006;" .087-2006- Aprueban Modificaciones al ""Manual de Procedimientos, Formatos y Medios para el Cálculo del Factor de Balance de Potencia Coincidente en Hora de Punta (FBP)"". (e.06/03/2006, p.10/03/2006)";Tarifarias;2006
 .088-2006-;6/03/2006;" .088-2006- Aprueban modificación de la rma ""Procedimiento de Aplicación del Fondo de Compensación Social Eléctrica (FOSE)"". (e.06/03/2006, p.10/03/2006)";Tarifarias;2006
 .089-2006-;6/03/2006; .089-2006- Modifican el valor del FAPEM Base correspondiente al Sistema Eléctrico Interconectado Nacional (SEIN) contenido en la Resolución 408-2005-. (e.06/03/2006, p.08/03/2006);Tarifarias;2006
 .108-2006-;15/03/2006;" .108-2006- Aprueban la rma ""Procedimiento para la Determinación del Precio Límite del Gas Natural para el Cálculo de las Tarifas en Barra"". (e.15/03/2006, p.17/03/2006)";Tarifarias;2006
 .109-2006-;15/03/2006; .109-2006- Disponen la pre publicación de la Resolución que fija las Tarifas en Barra aplicables al período comprendido entre el 01 de mayo del 2006 al 30 de abril del 2007. (e.15/03/2006, p.17/03/2006);Tarifarias;2006
 .110-2006-;15/03/2006; .110-2006- Disponen la pre publicación de la Resolución que modifica las tarifas de los Sistemas Secundarios de Transmisión de las empresas Red Eléctrica del Perú S.A., Intercoexión Eléctrica ISA Perú S.A. y Red de Energía del Perú S.A. (e.15/03/2006, p.17/03/2006);Tarifarias;2006
 .111-2006-;15/03/2006;" .111-2006- Modifican la rma: ""Procedimiento de Cálculo de Garantía por Red Principal (GRP) del Proyecto Camisea"". (e.15/03/2006, p.16/03/2006)";Tarifarias;2006
 .112-2006-;15/03/2006; .112-2006- Fijan las Tarifas de la Red Principal de Camisea, para el período comprendido entre el 1° de mayo del 2006 al 30 de abril del 2008. (e.15/03/2006, p.17/03/2006);Tarifarias;2006
 .153-2006-;10/04/2006;" .153-2006- Declaran improcedente Recurso de Reconsideración interpuesto por la Empresa Gas Natural de Lima y Callao S.A (Cálidda) contra la Resolución  111-2006- por la cual se aprobó las modificaciones de la rma ""Procedimiento de Cálculo de Garantía por Red Principal (GRP) del Proyecto Camisea"". (e.10/04/2006, p.12/04/2006)";Tarifarias;2006
 .154-2006-;10/04/2006; .154-2006- Califican como confidencial información remitida por el COES de las empresas ENERSUR S.A., GLOBELEQ PERÚ S.A. y ETEVENSA, respecto a costos utilizados en el cálculo del Precio Básico de Potencia. (e.10/04/2006, p.12/04/2006);Tarifarias;2006
 .156-2006-;10/04/2006; .156-2006- Modifican la Resolución 065-2005- relativa a las Tarifas y Compensaciones de los Sistemas Secundarios de Transmisión. (e.10/04/2006, p.12/04/2006);Tarifarias;2006
 .157-2006-;10/04/2006; .157-2006- Declaran fundado en parte Recurso de Reconsideración interpuesto por la Empresa EDELR S.A.A. contra la Resolución 072-2006- por la cual se dictaron disposiciones complementarias para la aplicación de la Resolución 446-2005-. (e.10/04/2006, p.13/04/2006);Tarifarias;2006
 .158-2006-;10/04/2006; .158-2006- Declaran fundado en parte Recurso de Reconsideración interpuesto por la Empresa LUZ DEL SUR S.A.A. contra la Resolución 072-2006- por la cual se dictaron disposiciones complementarias para la aplicación de la Resolución 446-2005-. (e.10/04/2006, p.13/04/2006);Tarifarias;2006
 .159-2006-;10/04/2006; .159-2006- Declaran fundado en parte Recurso de Reconsideración interpuesto por la Empresa Electroandes S.A. contra la Resolución 072-2006- por la cual se dictaron disposiciones complementarias para la aplicación de la Resolución 446-2005-. (e.10/04/2006, p.13/04/2006);Tarifarias;2006
 .160-2006-;10/04/2006; .160-2006- Declaran fundado en parte Recurso de Reconsideración interpuesto por la Empresa Eteselva S.R.L. contra la Resolución 072-2006- por la cual se dictaron disposiciones complementarias para la aplicación de la Resolución 446-2005-. (e.10/04/2006, p.13/04/2006);Tarifarias;2006
 .161-2006-;10/04/2006; .161-2006- Declaran infundado en todos sus extremos Recurso de Reconsideración interpuesto por la Empresa ENERSUR S.A. contra la Resolución 037-2006- por la cual se fijaron las tarifas y compensaciones para el Sistema Secundario de Transmisión involucrado con la entrada en operación de la Central Hidroeléctrica Yuncán. (e.10/04/2006, p.18/04/2006);Tarifarias;2006
 .162-2006-;10/04/2006;" .162-2006- Disponen la publicación del Resumen Ejecutivo del Informe Técnico ""Proceso de Cálculo de las Tarifas de Distribución Eléctrica"" correspondiente a la regulación tarifaria del período viembre 2005 ? Octubre 2009. (e.10/04/2006, p.18/04/2006)";Tarifarias;2006
 .163-2006-;21/04/2006; .163-2006- Aprueban factor de Recargo del Fondo de Compensación Social Eléctrica (FOSE) aplicable a cargos tarifarios de usuarios del servicio público de electricidad de sistemas interconectados a que se refiere la Ley 27510, aplicable al período mayo - julio 2006. (e.21/04/2006, p.22/04/2006);Tarifarias;2006
 .164-2006-;21/04/2006; .164-2006- Fijan Factores de Ponderación del Valor Agregado de Distribución de las empresas de distribución eléctrica para el período mayo 2006 - abril 2007. (e.21/04/2006, p.22/04/2006);Tarifarias;2006
 .165-2006-;21/04/2006; .165-2006- Aprueban Factores de Ponderación del Precio Básico de la Energía aplicables para el cálculo del cargo de energía de diversas opciones tarifarias, desde mayo 2006 a abril 2007. (e.21/04/2006, p.22/04/2006);Tarifarias;2006
 .166-2006-;21/04/2006; .166-2006- Aprueban factor de Balance de Potencia Coincidente en Horas de Punta a nivel de empresa aplicable al VADMT y VADBT de diversos sistemas de distribución eléctrica. (e.21/04/2006, p.22/04/2006);Tarifarias;2006
 .201-2006-;9/05/2006;" .201-2006- Proyecto de Resolución que fija los ""Topes Máximos de Acometida y los cargos para su mantenimiento"" aplicables al período 2005 - 2008, para la concesión de Lima y Callao. (e.09/05/2006, p.10/05/2006)";Tarifarias;2006
 .203-2006-;9/05/2006;" .203-2006- Disponen la publicación del proyecto de resolución que modifica las rmas: ""Procedimientos y Métodos de Cálculo para la Determinación Técnica - Económica de Nuevos Suministros de Gas Natural"" y ""Procedimientos de Fijación de Precios Regulados"". (e.09/05/2006, p.16/05/2006)";Tarifarias;2006
 .227-2006-;26/05/2006;" .227-2006- Disponen la publicación del proyecto de resolución que modifica la rma: ""Guía de Elaboración del Valor Nuevo de Reemplazo (VNR) de las Instalaciones de Distribución Eléctrica"" aprobada mediante Resolución 329-2004-. (e.26/05/2006, p.31/05/2006)";Tarifarias;2006
 .228-2006-;26/05/2006; .228-2006- Califican como confidencial la Información contenida en el Anexo 2 del Recurso de Reconsideración interpuesto por la Empresa Edegel S.A.A. contra la Resolución 155-2006-. (e.26/05/2006, p.31/05/2006);Tarifarias;2006
 .238-2006-;5/06/2006; .238-2006- Prorrogan plazo para la publicación de la Resolución que fija los Topes de Acometidas y sus cargos de Mantenimiento para el servicio de gas natural. (e.05/06/2006, p.07/06/2006);Tarifarias;2006
 .240-2006-;15/06/2006; .240-2006- Fijan Topes Máximos de Acometida para categorías de usuarios C y D y los cargos máximos de mantenimiento para las categorías de usuarios B, C y D en la concesión de distribución de gas natural por red de ductos en Lima y Callao. (e.15/06/2006, p.19/06/2006);Tarifarias;2006
 .241-2006-;15/06/2006; .241-2006- Califican como Confidencial información remitida por ETEVENSA, EDEGEL y ENERSUR vinculada al costos de mantenimiento de las Centrales Térmicas de Ventanilla, Santa Rosa y Chilca. (e.15/06/2006, p.18/06/2006);Tarifarias;2006
 .245-2006-;15/06/2006; .245-2006- Declaran sin lugar pedido de nulidad y fundado en parte Recurso de Reconsideración interpuesto por la Empresa Red Eléctrica del Sur S.A. contra Resolución 155-2006- por la cual fijaron Tarifas en Barra para suministros que se efectúen desde subestaciones de Generación - Transporte para el período correspondiente a Mayo 2006 - Abril 2007. (e.15/06/2006, p.19/06/2006);Tarifarias;2006
 .246-2006-;15/06/2006; .246-2006- Declaran improcedente Recurso de Reconsideración interpuesto por la Empresa Red de Energía del Perú S.A. contra Resolución 155-2006- por la cual fijaron Tarifas en Barra para suministros que se efectúen desde subestaciones de Generación - Transporte para el período correspondiente a Mayo 2006 - Abril 2007. (e.15/06/2006, p.19/06/2006);Tarifarias;2006
 .248-2006-;15/06/2006; .248-2006- Reemplazan Tarifas en Barra en Subestaciones base aplicables al Sistema Eléctrico Interconectado Nacional, valores de cargo de peaje por conexión unitario al PCSPT y otros factores. (e.15/06/2006, p.20/06/2006);Tarifarias;2006
 .249-2006-;15/06/2006; .249-2006- Declaran sin lugar pedido de nulidad parcial y fundado en parte Recurso de Reconsideración interpuesto por la Empresa Interconexión Eléctrica ISA Perú S.A. contra Resolución 156-2006- por la cual se modificó la Resolución 065-2005- relativa a las Tarifas y Compensaciones de los Sistemas secundarios de Transmisión. (e.15/06/2006, p.20/06/2006);Tarifarias;2006
 .250-2006-;15/06/2006; .250-2006- Declaran infundado Recurso de Reconsideración interpuesto por la Empresa Red Eléctrica del Sur S.A. contra Resolución 156-2006- por la cual se modificó la Resolución 065-2005- relativa a las Tarifas y Compensaciones de los Sistemas secundarios de Transmisión. (e.15/06/2006, p.20/06/2006);Tarifarias;2006
 .251-2006-;15/06/2006; .251-2006- Modifican Cargo de Peaje Secundario por Transmisión Equivalente en Energía de las Subestaciones Base Tacna y Pucallpa a que se refiere la Resolución 156-2006-. (e.15/06/2006, p.20/06/2006);Tarifarias;2006
 .252-2006-;15/06/2006; .252-2006- Disponen la publicación del proyecto de resolución que establece el Factor de Penetración (FP) referido en la Cláusula 3.1.2 del Contrato BOOT de Concesión de Distribución de Gas Natural por Red de Ductos en Lima y Callao. (e.15/06/2006, p.20/06/2006);Tarifarias;2006
 .294-2006-;15/06/2006; .294-2006- Aprueban Crograma para la Aprobación de los Lineamientos Generales y Modelo de Contrato que las empresas comprendidas dentro del D.U.  007-2006 deben cumplir en la elaboración de Bases de Licitación Pública que convoquen. (e.15/06/2006, p.24/06/2006);Tarifarias;2006
 .295-2006-;3/07/2006; .295-2006- Disponen la publicación del proyecto de resolución que fija los cargos máximos por Corte y Reconexión del servicio de Distribución de gas natural aplicables a la concesión de Lima y Callao. (e.03/07/2006, p.04/07/2006);Tarifarias;2006
 .334-2006-;17/07/2006;" .334-2006- Disponen la publicación del proyecto de rma: ""Lineamientos Generales y Modelo de Contrato para empresas comprendidas dentro del alcance del D.U.  007-2006"". (e.17/07/2006, p.18/07/2006)";Tarifarias;2006
 .335-2006-;17/07/2006; .335-2006- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica (FOSE) aplicable en la facturación del período agosto - octubre de 2006 y el Programa Trimestral de Transferencias Externas. (e.17/07/2006, p.19/07/2006);Tarifarias;2006
 .336-2006-;17/07/2006;" .336-2006- Modifican la rma ""Guía de Elaboración del VNR de las Instalaciones de Distribución Eléctrica"" - Criterios y Procedimientos para las Altas y Bajas, aprobada por Resolución 329-2004-. (e.17/07/2006, p.19/07/2006)";Tarifarias;2006
 .372-2006-;8/08/2006; .372-2006- Disponen la prepublicación del Proyecto de Resolución de Fijación de las Tarifas del Servicio Prepago de Electricidad. (e.08/08/2006, p.14/08/2006);Tarifarias;2006
 .373-2006-;8/08/2006;" .373-2006- Disponen la publicación del Proyecto de rma ""Lineamientos Generales y Modelo de Contrato para empresas comprendidas dentro del alcance de la Cuarta Disposición Complementaria Transitoria de la Ley  28832"". (e.08/08/2006, p.10/08/2006)";Tarifarias;2006
 .374-2006-;8/08/2006; .374-2006- Precisan la correcta aplicación del Artículo 4° de la Resolución 065-2005-, en lo relativo a cargos del Sistema Secundario de Transmisión de la empresa Red de Energía del Perú S.A. (e.08/08/2006, p.10/08/2006);Tarifarias;2006
 .378-2006-;8/08/2006; .378-2006- Establecen Factor de Penetración a que se refiere la cláusula 3.1.2 del Contrato BOOT de Concesión de Distribución de Gas Natural por la Red de Ductos en Lima y Callao. (e.08/08/2006, p.11/08/2006);Tarifarias;2006
 .381-2006-;29/08/2006; .381-2006- Declaran  ha lugar pedido de nulidad solicitado por la Empresa Termoselva S.R.L. contra la Resolución 292-2006- e infundado el recurso de reconsideración. (e.29/08/2006, p.03/09/2006);Tarifarias;2006
 .382-2006-;29/08/2006;" .382-2006- Disponen la publicación del Proyecto de Resolución que aprueba la modificación del Anexo A de la rma ""Procedimientos para Fijación de Precios Regulados"" aprobada por Resolución 0001-2003-. (e.29/08/2006, p.03/09/2006)";Tarifarias;2006
 .383-2006-;29/08/2006;" .383-2006- Disponen la publicación del documento ""Proceso de Regulación de Tarifas en Barra"" correspondiente al período Mayo 2006 - Abril 2007. (e.29/08/2006, p.05/09/2006)";Tarifarias;2006
 . 442-2006-;26/09/2006;" . 442-2006- Establecen Cargo Fijo del Servicio Prepago de Electricidad de la Opción Tarifaria BT7 y otros valores, Fórmulas de Actualización y Modifican el Capítulo Sétimo de la rmas ""Opciones Tarifarias y Condiciones de Aplicación de las Tarifas a usuario Final.(e.26/09/2006, p.03/10/2006)";Tarifarias;2006
 .507-2006-;13/10/2006; .507-2006- Reemplazan Cargos Máximos por corte y reconexión del servicio de distribución de gas natural contenidos en la Resolución Nº 371-2006-, por la cual se fijaron cargos máximos por corte del servicio de distribución de gas natural para la concesión de Lima y Callao, a ser cobrados al usuario final. (e.13/10/2006, p.18/10/2006);Tarifarias;2006
 .509-2006-;13/10/2006;" .509-2006- Sustituyen Anexo A de la rma ""Procedimientos para Fijación de Precios Regulados"" aprobada por Resolución  Nº 0001-2003-. (e.13/10/2006, p.18/10/2006)";Tarifarias;2006
